"","lon","lat"
"5239",-74.548,-15.694
"5240",-74.549,-15.694
"5241",-74.55,-15.693
"5242",-74.553,-15.693
"5243",-74.553,-15.692
"5244",-74.555,-15.692
"5245",-74.556,-15.691
"5246",-74.558,-15.691
"5247",-74.558,-15.69
"5248",-74.559,-15.69
"5249",-74.56,-15.69
"5250",-74.561,-15.69
"5251",-74.562,-15.689
"5252",-74.563,-15.689
"5253",-74.564,-15.688
"5254",-74.565,-15.688
"5255",-74.566,-15.687
"5256",-74.567,-15.687
"5257",-74.568,-15.686
"5258",-74.569,-15.686
"5259",-74.57,-15.685
"5260",-74.571,-15.685
"5261",-74.572,-15.685
"5262",-74.573,-15.685
"5263",-74.574,-15.684
"5264",-74.575,-15.684
"5265",-74.576,-15.683
"5266",-74.577,-15.683
"5267",-74.577,-15.682
"5268",-74.579,-15.682
"5269",-74.58,-15.681
"5270",-74.582,-15.681
"5271",-74.583,-15.68
"5272",-74.584,-15.68
"5273",-74.586,-15.679
"5274",-74.588,-15.679
"5275",-74.588,-15.678
"5276",-74.589,-15.678
"5277",-74.59,-15.677
"5278",-74.593,-15.677
"5279",-74.594,-15.675
"5280",-74.596,-15.675
"5281",-74.597,-15.675
"5282",-74.598,-15.675
"5283",-74.598,-15.674
"5284",-74.6,-15.674
"5285",-74.601,-15.673
"5286",-74.602,-15.673
"5287",-74.603,-15.672
"5288",-74.604,-15.672
"5289",-74.605,-15.671
"5290",-74.607,-15.671
"5291",-74.608,-15.67
"5292",-74.609,-15.67
"5293",-74.611,-15.669
"5294",-74.613,-15.669
"5295",-74.613,-15.668
"5296",-74.615,-15.668
"5297",-74.616,-15.667
"5298",-74.618,-15.667
"5299",-74.618,-15.666
"5300",-74.62,-15.666
"5301",-74.621,-15.665
"5302",-74.622,-15.665
"5303",-74.623,-15.665
"5304",-74.623,-15.665
"5305",-74.624,-15.664
"5306",-74.627,-15.664
"5307",-74.628,-15.663
"5308",-74.629,-15.663
"5309",-74.63,-15.662
"5310",-74.631,-15.662
"5311",-74.632,-15.661
"5312",-74.634,-15.661
"5313",-74.635,-15.66
"5314",-74.637,-15.66
"5315",-74.637,-15.66
"5316",-74.639,-15.66
"5317",-74.64,-15.659
"5318",-74.643,-15.659
"5319",-74.643,-15.658
"5320",-74.644,-15.658
"5321",-74.645,-15.657
"5322",-74.647,-15.657
"5323",-74.648,-15.656
"5324",-74.65,-15.656
"5325",-74.651,-15.655
"5326",-74.652,-15.655
"5327",-74.653,-15.655
"5328",-74.654,-15.655
"5329",-74.655,-15.654
"5330",-74.657,-15.654
"5331",-74.658,-15.653
"5332",-74.658,-15.653
"5333",-74.659,-15.652
"5334",-74.661,-15.652
"5335",-74.662,-15.651
"5336",-74.663,-15.651
"5337",-74.663,-15.65
"5338",-74.664,-15.65
"5339",-74.665,-15.65
"5340",-74.667,-15.65
"5341",-74.668,-15.649
"5342",-74.669,-15.649
"5343",-74.67,-15.648
"5344",-74.671,-15.648
"5345",-74.672,-15.647
"5346",-74.673,-15.647
"5347",-74.673,-15.646
"5348",-74.675,-15.646
"5349",-74.676,-15.645
"5350",-74.678,-15.645
"5351",-74.678,-15.645
"5352",-74.679,-15.645
"5353",-74.68,-15.644
"5354",-74.682,-15.644
"5355",-74.683,-15.642
"5356",-74.685,-15.642
"5357",-74.686,-15.641
"5358",-74.687,-15.641
"5359",-74.687,-15.641
"5360",-74.687,-15.64
"5361",-74.688,-15.639
"5362",-74.688,-15.638
"5363",-74.689,-15.637
"5364",-74.689,-15.635
"5365",-74.69,-15.634
"5366",-74.691,-15.634
"5367",-74.692,-15.633
"5368",-74.693,-15.633
"5369",-74.693,-15.632
"5370",-74.694,-15.632
"5371",-74.697,-15.63
"5372",-74.698,-15.63
"5373",-74.699,-15.628
"5374",-74.7,-15.628
"5375",-74.701,-15.627
"5376",-74.702,-15.627
"5377",-74.703,-15.626
"5378",-74.703,-15.626
"5379",-74.705,-15.625
"5380",-74.706,-15.625
"5381",-74.708,-15.623
"5382",-74.709,-15.623
"5383",-74.71,-15.622
"5384",-74.711,-15.622
"5385",-74.712,-15.621
"5386",-74.713,-15.621
"5387",-74.715,-15.619
"5388",-74.716,-15.619
"5389",-74.717,-15.618
"5390",-74.718,-15.618
"5391",-74.721,-15.615
"5392",-74.722,-15.615
"5393",-74.723,-15.615
"5394",-74.723,-15.615
"5395",-74.724,-15.614
"5396",-74.725,-15.614
"5397",-74.726,-15.613
"5398",-74.727,-15.613
"5399",-74.728,-15.611
"5400",-74.729,-15.611
"5401",-74.73,-15.61
"5402",-74.731,-15.61
"5403",-74.732,-15.61
"5404",-74.733,-15.61
"5405",-74.733,-15.609
"5406",-74.735,-15.609
"5407",-74.736,-15.608
"5408",-74.737,-15.608
"5409",-74.739,-15.605
"5410",-74.74,-15.605
"5411",-74.742,-15.604
"5412",-74.743,-15.604
"5413",-74.744,-15.603
"5414",-74.745,-15.603
"5415",-74.748,-15.6
"5416",-74.748,-15.6
"5417",-74.749,-15.6
"5418",-74.751,-15.6
"5419",-74.752,-15.599
"5420",-74.753,-15.599
"5421",-74.753,-15.598
"5422",-74.754,-15.598
"5423",-74.755,-15.597
"5424",-74.757,-15.597
"5425",-74.757,-15.596
"5426",-74.758,-15.596
"5427",-74.76,-15.595
"5428",-74.761,-15.595
"5429",-74.762,-15.594
"5430",-74.764,-15.594
"5431",-74.765,-15.593
"5432",-74.766,-15.593
"5433",-74.768,-15.59
"5434",-74.77,-15.59
"5435",-74.771,-15.59
"5436",-74.772,-15.59
"5437",-74.773,-15.589
"5438",-74.774,-15.589
"5439",-74.775,-15.588
"5440",-74.776,-15.588
"5441",-74.777,-15.587
"5442",-74.778,-15.587
"5443",-74.779,-15.586
"5444",-74.78,-15.586
"5445",-74.781,-15.585
"5446",-74.782,-15.585
"5447",-74.783,-15.585
"5448",-74.783,-15.585
"5449",-74.784,-15.584
"5450",-74.786,-15.584
"5451",-74.787,-15.583
"5452",-74.788,-15.583
"5453",-74.789,-15.582
"5454",-74.79,-15.582
"5455",-74.791,-15.581
"5456",-74.792,-15.581
"5457",-74.793,-15.58
"5458",-74.794,-15.58
"5459",-74.795,-15.58
"5460",-74.796,-15.58
"5461",-74.797,-15.579
"5462",-74.798,-15.579
"5463",-74.798,-15.578
"5464",-74.8,-15.578
"5465",-74.801,-15.577
"5466",-74.803,-15.577
"5467",-74.803,-15.576
"5468",-74.804,-15.576
"5469",-74.805,-15.575
"5470",-74.807,-15.575
"5471",-74.808,-15.575
"5472",-74.809,-15.575
"5473",-74.81,-15.574
"5474",-74.813,-15.574
"5475",-74.813,-15.573
"5476",-74.814,-15.573
"5477",-74.815,-15.572
"5478",-74.817,-15.572
"5479",-74.818,-15.571
"5480",-74.818,-15.571
"5481",-74.819,-15.57
"5482",-74.821,-15.57
"5483",-74.822,-15.57
"5484",-74.823,-15.57
"5485",-74.824,-15.569
"5486",-74.825,-15.569
"5487",-74.826,-15.568
"5488",-74.828,-15.568
"5489",-74.828,-15.567
"5490",-74.831,-15.567
"5491",-74.832,-15.566
"5492",-74.833,-15.566
"5493",-74.834,-15.565
"5494",-74.835,-15.565
"5495",-74.836,-15.565
"5496",-74.842,-15.565
"5497",-74.843,-15.564
"5498",-74.844,-15.564
"5499",-74.845,-15.565
"5500",-74.846,-15.565
"5501",-74.847,-15.566
"5502",-74.847,-15.567
"5503",-74.849,-15.568
"5504",-74.849,-15.569
"5505",-74.849,-15.57
"5506",-74.85,-15.57
"5507",-74.85,-15.57
"5508",-74.85,-15.571
"5509",-74.851,-15.571
"5510",-74.852,-15.571
"5511",-74.853,-15.572
"5512",-74.854,-15.572
"5513",-74.855,-15.573
"5514",-74.856,-15.573
"5515",-74.856,-15.573
"5516",-74.856,-15.572
"5517",-74.855,-15.571
"5518",-74.856,-15.57
"5519",-74.856,-15.568
"5520",-74.855,-15.567
"5521",-74.854,-15.567
"5522",-74.854,-15.567
"5523",-74.854,-15.565
"5524",-74.85,-15.561
"5525",-74.849,-15.561
"5526",-74.849,-15.561
"5527",-74.849,-15.56
"5528",-74.848,-15.559
"5529",-74.848,-15.558
"5530",-74.849,-15.557
"5531",-74.849,-15.555
"5532",-74.85,-15.554
"5533",-74.85,-15.553
"5534",-74.85,-15.553
"5535",-74.85,-15.552
"5536",-74.855,-15.547
"5537",-74.856,-15.547
"5538",-74.864,-15.539
"5539",-74.865,-15.539
"5540",-74.868,-15.536
"5541",-74.868,-15.536
"5542",-74.87,-15.535
"5543",-74.871,-15.535
"5544",-74.873,-15.533
"5545",-74.873,-15.533
"5546",-74.874,-15.532
"5547",-74.875,-15.532
"5548",-74.877,-15.53
"5549",-74.878,-15.53
"5550",-74.878,-15.53
"5551",-74.879,-15.53
"5552",-74.881,-15.528
"5553",-74.882,-15.528
"5554",-74.883,-15.527
"5555",-74.883,-15.527
"5556",-74.885,-15.525
"5557",-74.886,-15.525
"5558",-74.887,-15.524
"5559",-74.888,-15.524
"5560",-74.889,-15.523
"5561",-74.89,-15.523
"5562",-74.891,-15.522
"5563",-74.892,-15.522
"5564",-74.893,-15.521
"5565",-74.893,-15.521
"5566",-74.894,-15.52
"5567",-74.895,-15.52
"5568",-74.896,-15.52
"5569",-74.897,-15.52
"5570",-74.898,-15.519
"5571",-74.898,-15.519
"5572",-74.901,-15.516
"5573",-74.902,-15.516
"5574",-74.903,-15.515
"5575",-74.903,-15.515
"5576",-74.904,-15.515
"5577",-74.905,-15.515
"5578",-74.906,-15.514
"5579",-74.907,-15.514
"5580",-74.908,-15.513
"5581",-74.908,-15.513
"5582",-74.909,-15.512
"5583",-74.911,-15.512
"5584",-74.912,-15.511
"5585",-74.913,-15.511
"5586",-74.913,-15.51
"5587",-74.915,-15.51
"5588",-74.917,-15.509
"5589",-74.918,-15.509
"5590",-74.919,-15.508
"5591",-74.92,-15.508
"5592",-74.921,-15.507
"5593",-74.923,-15.507
"5594",-74.923,-15.506
"5595",-74.925,-15.506
"5596",-74.926,-15.505
"5597",-74.928,-15.505
"5598",-74.928,-15.505
"5599",-74.929,-15.505
"5600",-74.93,-15.504
"5601",-74.931,-15.504
"5602",-74.932,-15.503
"5603",-74.933,-15.503
"5604",-74.935,-15.501
"5605",-74.936,-15.501
"5606",-74.937,-15.5
"5607",-74.939,-15.5
"5608",-74.94,-15.5
"5609",-74.942,-15.5
"5610",-74.943,-15.499
"5611",-74.943,-15.499
"5612",-74.944,-15.498
"5613",-74.945,-15.498
"5614",-74.946,-15.499
"5615",-74.948,-15.499
"5616",-74.949,-15.497
"5617",-74.951,-15.497
"5618",-74.952,-15.498
"5619",-74.953,-15.498
"5620",-74.955,-15.496
"5621",-74.956,-15.496
"5622",-74.958,-15.494
"5623",-74.963,-15.494
"5624",-74.963,-15.493
"5625",-74.964,-15.493
"5626",-74.966,-15.491
"5627",-74.966,-15.49
"5628",-74.967,-15.49
"5629",-74.968,-15.49
"5630",-74.968,-15.489
"5631",-74.971,-15.489
"5632",-74.972,-15.49
"5633",-74.973,-15.49
"5634",-74.973,-15.489
"5635",-74.975,-15.489
"5636",-74.976,-15.488
"5637",-74.977,-15.488
"5638",-74.977,-15.488
"5639",-74.977,-15.487
"5640",-74.978,-15.486
"5641",-74.978,-15.485
"5642",-74.977,-15.484
"5643",-74.978,-15.483
"5644",-74.978,-15.483
"5645",-74.979,-15.481
"5646",-74.981,-15.481
"5647",-74.983,-15.479
"5648",-74.983,-15.478
"5649",-74.985,-15.476
"5650",-74.985,-15.473
"5651",-74.985,-15.473
"5652",-74.985,-15.469
"5653",-74.985,-15.469
"5654",-74.988,-15.469
"5655",-74.989,-15.468
"5656",-74.99,-15.468
"5657",-74.993,-15.465
"5658",-74.994,-15.465
"5659",-74.995,-15.464
"5660",-74.996,-15.464
"5661",-74.997,-15.463
"5662",-74.998,-15.463
"5663",-75,-15.462
"5664",-75.001,-15.461
"5665",-75.003,-15.461
"5666",-75.003,-15.46
"5667",-75.004,-15.46
"5668",-75.005,-15.46
"5669",-75.007,-15.46
"5670",-75.007,-15.459
"5671",-75.009,-15.459
"5672",-75.01,-15.458
"5673",-75.02,-15.458
"5674",-75.021,-15.457
"5675",-75.022,-15.458
"5676",-75.023,-15.458
"5677",-75.024,-15.457
"5678",-75.028,-15.457
"5679",-75.028,-15.458
"5680",-75.029,-15.458
"5681",-75.031,-15.46
"5682",-75.036,-15.46
"5683",-75.037,-15.459
"5684",-75.038,-15.459
"5685",-75.039,-15.458
"5686",-75.045,-15.458
"5687",-75.046,-15.457
"5688",-75.047,-15.457
"5689",-75.048,-15.455
"5690",-75.051,-15.455
"5691",-75.052,-15.455
"5692",-75.053,-15.455
"5693",-75.053,-15.455
"5694",-75.055,-15.455
"5695",-75.056,-15.454
"5696",-75.058,-15.454
"5697",-75.058,-15.453
"5698",-75.059,-15.453
"5699",-75.06,-15.453
"5700",-75.06,-15.452
"5701",-75.06,-15.451
"5702",-75.062,-15.451
"5703",-75.063,-15.45
"5704",-75.063,-15.45
"5705",-75.065,-15.449
"5706",-75.065,-15.448
"5707",-75.065,-15.448
"5708",-75.066,-15.448
"5709",-75.067,-15.449
"5710",-75.068,-15.448
"5711",-75.068,-15.448
"5712",-75.069,-15.447
"5713",-75.07,-15.447
"5714",-75.07,-15.447
"5715",-75.07,-15.444
"5716",-75.073,-15.441
"5717",-75.075,-15.441
"5718",-75.076,-15.442
"5719",-75.077,-15.442
"5720",-75.078,-15.443
"5721",-75.078,-15.443
"5722",-75.079,-15.443
"5723",-75.076,-15.44
"5724",-75.076,-15.438
"5725",-75.075,-15.437
"5726",-75.075,-15.433
"5727",-75.077,-15.43
"5728",-75.077,-15.429
"5729",-75.078,-15.429
"5730",-75.078,-15.429
"5731",-75.079,-15.428
"5732",-75.082,-15.428
"5733",-75.082,-15.428
"5734",-75.082,-15.426
"5735",-75.084,-15.424
"5736",-75.084,-15.423
"5737",-75.084,-15.423
"5738",-75.088,-15.423
"5739",-75.089,-15.424
"5740",-75.09,-15.424
"5741",-75.091,-15.423
"5742",-75.093,-15.423
"5743",-75.095,-15.422
"5744",-75.095,-15.421
"5745",-75.096,-15.42
"5746",-75.097,-15.42
"5747",-75.098,-15.42
"5748",-75.099,-15.42
"5749",-75.1,-15.421
"5750",-75.1,-15.423
"5751",-75.1,-15.423
"5752",-75.101,-15.423
"5753",-75.102,-15.422
"5754",-75.102,-15.42
"5755",-75.1,-15.418
"5756",-75.1,-15.418
"5757",-75.102,-15.416
"5758",-75.105,-15.416
"5759",-75.106,-15.415
"5760",-75.106,-15.414
"5761",-75.11,-15.41
"5762",-75.111,-15.41
"5763",-75.112,-15.41
"5764",-75.114,-15.41
"5765",-75.116,-15.408
"5766",-75.117,-15.408
"5767",-75.118,-15.409
"5768",-75.12,-15.409
"5769",-75.121,-15.408
"5770",-75.121,-15.407
"5771",-75.123,-15.405
"5772",-75.123,-15.405
"5773",-75.124,-15.405
"5774",-75.126,-15.405
"5775",-75.127,-15.405
"5776",-75.128,-15.405
"5777",-75.129,-15.406
"5778",-75.13,-15.406
"5779",-75.131,-15.405
"5780",-75.132,-15.405
"5781",-75.132,-15.405
"5782",-75.136,-15.405
"5783",-75.138,-15.406
"5784",-75.143,-15.406
"5785",-75.144,-15.406
"5786",-75.143,-15.405
"5787",-75.143,-15.402
"5788",-75.144,-15.401
"5789",-75.144,-15.398
"5790",-75.145,-15.397
"5791",-75.145,-15.397
"5792",-75.145,-15.396
"5793",-75.145,-15.395
"5794",-75.147,-15.393
"5795",-75.147,-15.393
"5796",-75.148,-15.392
"5797",-75.149,-15.392
"5798",-75.15,-15.391
"5799",-75.154,-15.391
"5800",-75.155,-15.392
"5801",-75.157,-15.392
"5802",-75.158,-15.39
"5803",-75.16,-15.392
"5804",-75.161,-15.392
"5805",-75.161,-15.392
"5806",-75.161,-15.389
"5807",-75.16,-15.388
"5808",-75.161,-15.388
"5809",-75.16,-15.387
"5810",-75.16,-15.385
"5811",-75.161,-15.384
"5812",-75.161,-15.383
"5813",-75.162,-15.382
"5814",-75.162,-15.381
"5815",-75.163,-15.38
"5816",-75.163,-15.378
"5817",-75.163,-15.378
"5818",-75.165,-15.378
"5819",-75.166,-15.377
"5820",-75.168,-15.377
"5821",-75.17,-15.375
"5822",-75.172,-15.375
"5823",-75.173,-15.374
"5824",-75.174,-15.374
"5825",-75.175,-15.373
"5826",-75.18,-15.373
"5827",-75.181,-15.372
"5828",-75.182,-15.372
"5829",-75.183,-15.371
"5830",-75.183,-15.371
"5831",-75.186,-15.369
"5832",-75.187,-15.369
"5833",-75.188,-15.368
"5834",-75.188,-15.366
"5835",-75.188,-15.365
"5836",-75.189,-15.365
"5837",-75.19,-15.366
"5838",-75.191,-15.366
"5839",-75.192,-15.367
"5840",-75.193,-15.367
"5841",-75.194,-15.369
"5842",-75.195,-15.369
"5843",-75.196,-15.368
"5844",-75.197,-15.368
"5845",-75.197,-15.368
"5846",-75.197,-15.364
"5847",-75.195,-15.363
"5848",-75.195,-15.361
"5849",-75.194,-15.36
"5850",-75.193,-15.36
"5851",-75.191,-15.358
"5852",-75.191,-15.357
"5853",-75.19,-15.356
"5854",-75.19,-15.355
"5855",-75.189,-15.353
"5856",-75.189,-15.352
"5857",-75.188,-15.352
"5858",-75.187,-15.352
"5859",-75.186,-15.353
"5860",-75.183,-15.353
"5861",-75.183,-15.354
"5862",-75.177,-15.354
"5863",-75.176,-15.353
"5864",-75.175,-15.353
"5865",-75.174,-15.354
"5866",-75.173,-15.354
"5867",-75.172,-15.353
"5868",-75.171,-15.353
"5869",-75.169,-15.351
"5870",-75.168,-15.351
"5871",-75.167,-15.352
"5872",-75.167,-15.353
"5873",-75.166,-15.353
"5874",-75.166,-15.354
"5875",-75.165,-15.355
"5876",-75.164,-15.355
"5877",-75.163,-15.356
"5878",-75.163,-15.356
"5879",-75.162,-15.356
"5880",-75.162,-15.355
"5881",-75.162,-15.355
"5882",-75.161,-15.355
"5883",-75.16,-15.354
"5884",-75.158,-15.354
"5885",-75.157,-15.353
"5886",-75.157,-15.352
"5887",-75.155,-15.35
"5888",-75.155,-15.348
"5889",-75.155,-15.348
"5890",-75.155,-15.346
"5891",-75.154,-15.345
"5892",-75.154,-15.34
"5893",-75.155,-15.339
"5894",-75.155,-15.333
"5895",-75.155,-15.332
"5896",-75.155,-15.328
"5897",-75.156,-15.328
"5898",-75.156,-15.325
"5899",-75.157,-15.324
"5900",-75.157,-15.323
"5901",-75.159,-15.322
"5902",-75.159,-15.321
"5903",-75.161,-15.318
"5904",-75.161,-15.317
"5905",-75.164,-15.315
"5906",-75.164,-15.314
"5907",-75.165,-15.313
"5908",-75.165,-15.313
"5909",-75.168,-15.31
"5910",-75.168,-15.31
"5911",-75.169,-15.309
"5912",-75.169,-15.308
"5913",-75.169,-15.308
"5914",-75.17,-15.308
"5915",-75.173,-15.305
"5916",-75.173,-15.305
"5917",-75.174,-15.305
"5918",-75.175,-15.305
"5919",-75.176,-15.304
"5920",-75.178,-15.304
"5921",-75.179,-15.303
"5922",-75.18,-15.303
"5923",-75.181,-15.302
"5924",-75.183,-15.302
"5925",-75.184,-15.301
"5926",-75.184,-15.3
"5927",-75.185,-15.299
"5928",-75.185,-15.298
"5929",-75.186,-15.297
"5930",-75.188,-15.297
"5931",-75.188,-15.296
"5932",-75.191,-15.296
"5933",-75.192,-15.295
"5934",-75.192,-15.294
"5935",-75.193,-15.294
"5936",-75.193,-15.294
"5937",-75.197,-15.29
"5938",-75.206,-15.29
"5939",-75.207,-15.29
"5940",-75.209,-15.29
"5941",-75.211,-15.288
"5942",-75.212,-15.289
"5943",-75.212,-15.29
"5944",-75.214,-15.292
"5945",-75.218,-15.292
"5946",-75.218,-15.292
"5947",-75.218,-15.286
"5948",-75.22,-15.284
"5949",-75.223,-15.284
"5950",-75.225,-15.285
"5951",-75.228,-15.285
"5952",-75.229,-15.285
"5953",-75.231,-15.285
"5954",-75.232,-15.283
"5955",-75.232,-15.282
"5956",-75.233,-15.281
"5957",-75.233,-15.277
"5958",-75.234,-15.276
"5959",-75.234,-15.275
"5960",-75.235,-15.274
"5961",-75.235,-15.273
"5962",-75.235,-15.273
"5963",-75.236,-15.273
"5964",-75.237,-15.274
"5965",-75.239,-15.274
"5966",-75.241,-15.272
"5967",-75.243,-15.272
"5968",-75.243,-15.272
"5969",-75.243,-15.271
"5970",-75.244,-15.27
"5971",-75.244,-15.269
"5972",-75.243,-15.269
"5973",-75.241,-15.269
"5974",-75.24,-15.268
"5975",-75.24,-15.265
"5976",-75.242,-15.264
"5977",-75.243,-15.264
"5978",-75.244,-15.263
"5979",-75.244,-15.262
"5980",-75.244,-15.261
"5981",-75.247,-15.261
"5982",-75.248,-15.26
"5983",-75.25,-15.26
"5984",-75.251,-15.26
"5985",-75.251,-15.26
"5986",-75.251,-15.259
"5987",-75.25,-15.258
"5988",-75.25,-15.256
"5989",-75.25,-15.255
"5990",-75.25,-15.254
"5991",-75.251,-15.254
"5992",-75.252,-15.254
"5993",-75.253,-15.255
"5994",-75.255,-15.255
"5995",-75.256,-15.255
"5996",-75.259,-15.255
"5997",-75.262,-15.253
"5998",-75.262,-15.25
"5999",-75.263,-15.25
"6000",-75.266,-15.25
"6001",-75.266,-15.249
"6002",-75.266,-15.249
"6003",-75.265,-15.249
"6004",-75.265,-15.248
"6005",-75.265,-15.248
"6006",-75.265,-15.247
"6007",-75.264,-15.247
"6008",-75.263,-15.248
"6009",-75.259,-15.248
"6010",-75.258,-15.249
"6011",-75.257,-15.249
"6012",-75.255,-15.25
"6013",-75.253,-15.25
"6014",-75.252,-15.251
"6015",-75.251,-15.251
"6016",-75.25,-15.252
"6017",-75.248,-15.252
"6018",-75.248,-15.253
"6019",-75.247,-15.253
"6020",-75.246,-15.254
"6021",-75.243,-15.254
"6022",-75.243,-15.255
"6023",-75.237,-15.255
"6024",-75.236,-15.255
"6025",-75.233,-15.255
"6026",-75.233,-15.256
"6027",-75.227,-15.256
"6028",-75.225,-15.254
"6029",-75.225,-15.253
"6030",-75.224,-15.253
"6031",-75.224,-15.252
"6032",-75.223,-15.251
"6033",-75.223,-15.25
"6034",-75.222,-15.249
"6035",-75.222,-15.248
"6036",-75.22,-15.247
"6037",-75.22,-15.246
"6038",-75.22,-15.245
"6039",-75.22,-15.243
"6040",-75.219,-15.242
"6041",-75.219,-15.24
"6042",-75.218,-15.239
"6043",-75.218,-15.238
"6044",-75.219,-15.237
"6045",-75.219,-15.232
"6046",-75.22,-15.231
"6047",-75.22,-15.227
"6048",-75.22,-15.227
"6049",-75.22,-15.226
"6050",-75.221,-15.225
"6051",-75.221,-15.224
"6052",-75.223,-15.223
"6053",-75.223,-15.221
"6054",-75.224,-15.22
"6055",-75.224,-15.218
"6056",-75.225,-15.217
"6057",-75.225,-15.216
"6058",-75.226,-15.215
"6059",-75.226,-15.214
"6060",-75.227,-15.213
"6061",-75.227,-15.212
"6062",-75.229,-15.21
"6063",-75.229,-15.209
"6064",-75.23,-15.208
"6065",-75.23,-15.207
"6066",-75.233,-15.204
"6067",-75.233,-15.203
"6068",-75.235,-15.202
"6069",-75.235,-15.201
"6070",-75.238,-15.198
"6071",-75.239,-15.198
"6072",-75.24,-15.197
"6073",-75.242,-15.197
"6074",-75.246,-15.192
"6075",-75.246,-15.192
"6076",-75.254,-15.184
"6077",-75.255,-15.184
"6078",-75.257,-15.182
"6079",-75.257,-15.182
"6080",-75.259,-15.18
"6081",-75.26,-15.18
"6082",-75.26,-15.18
"6083",-75.26,-15.179
"6084",-75.261,-15.179
"6085",-75.262,-15.179
"6086",-75.265,-15.175
"6087",-75.268,-15.175
"6088",-75.268,-15.175
"6089",-75.268,-15.174
"6090",-75.272,-15.17
"6091",-75.273,-15.17
"6092",-75.275,-15.168
"6093",-75.276,-15.168
"6094",-75.277,-15.167
"6095",-75.278,-15.167
"6096",-75.279,-15.165
"6097",-75.28,-15.165
"6098",-75.281,-15.165
"6099",-75.282,-15.165
"6100",-75.283,-15.164
"6101",-75.284,-15.164
"6102",-75.285,-15.163
"6103",-75.287,-15.163
"6104",-75.288,-15.162
"6105",-75.288,-15.162
"6106",-75.29,-15.16
"6107",-75.291,-15.16
"6108",-75.292,-15.16
"6109",-75.293,-15.16
"6110",-75.294,-15.159
"6111",-75.297,-15.159
"6112",-75.298,-15.158
"6113",-75.298,-15.158
"6114",-75.299,-15.157
"6115",-75.3,-15.157
"6116",-75.302,-15.155
"6117",-75.303,-15.155
"6118",-75.304,-15.155
"6119",-75.306,-15.155
"6120",-75.307,-15.154
"6121",-75.308,-15.154
"6122",-75.308,-15.153
"6123",-75.309,-15.153
"6124",-75.31,-15.152
"6125",-75.311,-15.152
"6126",-75.312,-15.151
"6127",-75.313,-15.151
"6128",-75.313,-15.15
"6129",-75.314,-15.15
"6130",-75.315,-15.15
"6131",-75.317,-15.15
"6132",-75.317,-15.149
"6133",-75.319,-15.149
"6134",-75.32,-15.148
"6135",-75.323,-15.148
"6136",-75.323,-15.147
"6137",-75.324,-15.147
"6138",-75.325,-15.146
"6139",-75.327,-15.146
"6140",-75.327,-15.145
"6141",-75.332,-15.145
"6142",-75.333,-15.145
"6143",-75.339,-15.145
"6144",-75.34,-15.145
"6145",-75.341,-15.145
"6146",-75.345,-15.149
"6147",-75.345,-15.15
"6148",-75.344,-15.151
"6149",-75.344,-15.152
"6150",-75.343,-15.153
"6151",-75.345,-15.155
"6152",-75.347,-15.155
"6153",-75.348,-15.156
"6154",-75.349,-15.156
"6155",-75.35,-15.157
"6156",-75.351,-15.157
"6157",-75.352,-15.156
"6158",-75.352,-15.153
"6159",-75.35,-15.15
"6160",-75.35,-15.148
"6161",-75.352,-15.145
"6162",-75.353,-15.145
"6163",-75.353,-15.145
"6164",-75.353,-15.143
"6165",-75.354,-15.141
"6166",-75.356,-15.141
"6167",-75.356,-15.141
"6168",-75.356,-15.14
"6169",-75.358,-15.139
"6170",-75.36,-15.139
"6171",-75.361,-15.14
"6172",-75.362,-15.14
"6173",-75.363,-15.14
"6174",-75.363,-15.14
"6175",-75.364,-15.141
"6176",-75.365,-15.141
"6177",-75.366,-15.143
"6178",-75.366,-15.145
"6179",-75.367,-15.145
"6180",-75.368,-15.145
"6181",-75.37,-15.148
"6182",-75.37,-15.149
"6183",-75.371,-15.15
"6184",-75.371,-15.151
"6185",-75.372,-15.151
"6186",-75.373,-15.151
"6187",-75.374,-15.151
"6188",-75.374,-15.15
"6189",-75.375,-15.149
"6190",-75.375,-15.148
"6191",-75.374,-15.147
"6192",-75.376,-15.145
"6193",-75.375,-15.144
"6194",-75.374,-15.144
"6195",-75.373,-15.143
"6196",-75.373,-15.141
"6197",-75.371,-15.139
"6198",-75.371,-15.132
"6199",-75.373,-15.13
"6200",-75.373,-15.128
"6201",-75.374,-15.128
"6202",-75.374,-15.126
"6203",-75.375,-15.125
"6204",-75.375,-15.124
"6205",-75.375,-15.123
"6206",-75.375,-15.122
"6207",-75.376,-15.122
"6208",-75.376,-15.121
"6209",-75.378,-15.119
"6210",-75.379,-15.119
"6211",-75.382,-15.116
"6212",-75.383,-15.116
"6213",-75.384,-15.115
"6214",-75.385,-15.115
"6215",-75.386,-15.114
"6216",-75.386,-15.112
"6217",-75.387,-15.112
"6218",-75.387,-15.104
"6219",-75.391,-15.1
"6220",-75.392,-15.1
"6221",-75.393,-15.1
"6222",-75.394,-15.1
"6223",-75.395,-15.099
"6224",-75.395,-15.098
"6225",-75.395,-15.098
"6226",-75.395,-15.095
"6227",-75.395,-15.094
"6228",-75.395,-15.09
"6229",-75.395,-15.089
"6230",-75.395,-15.085
"6231",-75.396,-15.084
"6232",-75.396,-15.082
"6233",-75.397,-15.081
"6234",-75.397,-15.079
"6235",-75.398,-15.078
"6236",-75.398,-15.078
"6237",-75.399,-15.077
